Item,Text,Sentiment,Trend,Source,Volume,Price Change,Category
Wheat,Wheat market is stable.,0.6,up,Government Report,1389,3%,Commodity
Sugar,Sugar demand is rising.,0.9,down,Market Analysis,1626,-1%,Agriculture
Oil,Oil market is recovering.,0.9,down,Government Report,1219,-7%,Technology
Sugar,Sugar prices are increasing.,0.6,up,Social Media,1911,4%,Manufacturing
Milk,Milk production is high.,0.5,neutral,Social Media,1882,0%,Commodity
Fruit,Fruit demand is steady.,0.4,up,Government Report,1445,9%,Commodity
Fruit,Fruit prices are going up.,0.7,neutral,Social Media,1291,0%,Agriculture
Corn,Corn prices are steady.,0.4,neutral,Social Media,1103,0%,Agriculture
Tea,Tea demand is stable.,0.4,up,News Website,686,1%,Agriculture
Tea,Tea market is growing.,0.3,up,Social Media,1876,5%,Manufacturing
Tea,Tea demand is stable.,0.7,down,Social Media,714,-9%,Agriculture
Fruit,Fruit market is fluctuating.,0.2,neutral,Government Report,1118,0%,Commodity
Milk,Milk prices are steady.,0.6,down,Market Analysis,1073,-5%,Technology
Rice,Rice prices are fluctuating.,0.5,up,Social Media,1605,7%,Manufacturing
Rice,Rice prices are increasing.,0.3,up,Social Media,698,6%,Commodity
Oil,Oil market is recovering.,0.5,neutral,Market Analysis,1023,0%,Technology
Coffee,Coffee prices are volatile.,0.3,down,Market Analysis,1941,-2%,Technology
Rice,Rice prices are fluctuating.,0.6,down,Government Report,864,-5%,Technology
Rice,Rice production is steady.,0.5,neutral,Social Media,1327,0%,Technology
Fruit,Fruit prices are going up.,0.4,down,Government Report,869,-5%,Technology
Wheat,Wheat prices are dropping.,0.8,up,Social Media,1520,5%,Agriculture
Milk,Milk production is high.,0.4,up,Social Media,1133,6%,Technology
Rice,Rice market is unstable.,0.4,up,Market Analysis,595,4%,Agriculture
Oil,Oil prices are dropping.,0.8,up,Government Report,1592,1%,Commodity
Milk,Milk production is high.,0.7,neutral,Market Analysis,1573,0%,Manufacturing
Sugar,Sugar market is stable.,0.2,down,News Website,1457,-8%,Technology
Corn,Corn production is high.,0.5,neutral,Government Report,1718,0%,Technology
Rice,Rice prices are increasing.,0.9,down,Government Report,723,-1%,Agriculture
Fruit,Fruit production is decreasing.,0.8,up,Social Media,815,4%,Technology
Tea,Tea prices are on the rise.,0.6,up,Social Media,1491,1%,Agriculture
Sugar,Sugar prices are volatile.,0.9,neutral,Government Report,1580,0%,Technology
Coffee,Coffee prices are decreasing.,0.7,up,Market Analysis,1623,5%,Agriculture
Rice,Rice prices are fluctuating.,0.8,neutral,Market Analysis,1612,0%,Commodity
Rice,Rice prices are increasing.,0.5,neutral,Social Media,582,0%,Commodity
Wheat,Wheat market is stable.,0.4,up,Social Media,1405,9%,Agriculture
Oil,Oil prices are fluctuating.,0.7,neutral,Government Report,721,0%,Manufacturing
Tea,Tea demand is stable.,0.6,up,Market Analysis,1397,6%,Commodity
Corn,Corn production is high.,0.4,neutral,Government Report,1952,0%,Commodity
Sugar,Sugar prices are volatile.,0.8,down,Social Media,1377,-5%,Commodity
Sugar,Sugar demand is rising.,0.7,down,Social Media,917,-3%,Agriculture
Sugar,Sugar prices are volatile.,0.5,neutral,Market Analysis,1993,0%,Commodity
Milk,Milk market is fluctuating.,0.2,down,News Website,1617,-1%,Technology
Wheat,Wheat production is high.,0.5,down,Market Analysis,1518,-3%,Technology
Corn,Corn market is stable.,0.7,down,Market Analysis,1888,-7%,Agriculture
Oil,Oil market is recovering.,0.4,neutral,Social Media,793,0%,Manufacturing
Corn,Corn production is lower than expected.,0.7,up,Social Media,1495,8%,Commodity
Oil,Oil prices are fluctuating.,0.6,up,Social Media,697,2%,Commodity
Rice,Rice prices are fluctuating.,0.2,up,Market Analysis,1279,5%,Agriculture
Fruit,Fruit prices are going up.,0.4,down,Social Media,1423,-2%,Commodity
Tea,Tea demand is stable.,0.6,down,Government Report,1219,-2%,Agriculture
Fruit,Fruit production is decreasing.,0.4,up,Market Analysis,1366,1%,Agriculture
Corn,Corn prices are steady.,0.3,neutral,Social Media,1544,0%,Commodity
Wheat,Wheat prices are expected to rise.,0.5,neutral,Government Report,1735,0%,Agriculture
Sugar,Sugar prices are volatile.,0.3,neutral,Market Analysis,533,0%,Agriculture
Tea,Tea prices are on the rise.,0.9,down,Social Media,1388,-5%,Commodity
Fruit,Fruit production is decreasing.,0.5,down,Government Report,1066,-6%,Agriculture
Tea,Tea demand is stable.,0.9,up,News Website,1105,5%,Manufacturing
Coffee,Coffee market is steady.,0.3,neutral,Government Report,1137,0%,Manufacturing
Fruit,Fruit demand is steady.,0.2,up,Market Analysis,1707,9%,Agriculture
Coffee,Coffee prices are volatile.,0.7,down,Government Report,1124,-6%,Agriculture
Sugar,Sugar prices are volatile.,0.6,neutral,Market Analysis,1281,0%,Manufacturing
Wheat,Wheat prices are expected to rise.,0.5,neutral,Market Analysis,1450,0%,Agriculture
Milk,Milk prices are steady.,0.7,down,News Website,1928,-3%,Agriculture
Tea,Tea prices are on the rise.,0.8,up,News Website,864,3%,Manufacturing
Electronics,Electronics prices are declining.,0.3,down,Government Report,1900,-1%,Manufacturing
Tea,Tea production is stable.,0.2,down,Market Analysis,797,-7%,Commodity
Corn,Corn prices are steady.,0.6,down,Government Report,1424,-3%,Commodity
Fruit,Fruit market is fluctuating.,0.6,down,Government Report,501,-2%,Commodity
Rice,Rice prices are fluctuating.,0.9,down,Government Report,877,-5%,Manufacturing
Corn,Corn production is lower than expected.,0.3,up,News Website,1522,6%,Technology
Fruit,Fruit production is decreasing.,0.5,down,Government Report,1260,-3%,Technology
Fruit,Fruit market is fluctuating.,0.4,neutral,Government Report,1130,0%,Commodity
Oil,Oil prices are dropping.,0.4,down,News Website,1789,-8%,Technology
Rice,Rice prices are fluctuating.,0.9,neutral,News Website,505,0%,Manufacturing
Oil,Oil prices are fluctuating.,0.3,neutral,Government Report,853,0%,Commodity
Corn,Corn production is high.,0.2,up,Government Report,1462,3%,Manufacturing
Wheat,Wheat prices are dropping.,0.6,down,Social Media,1928,-9%,Technology
Rice,Rice prices are increasing.,0.6,up,News Website,1120,8%,Manufacturing
Electronics,Electronics sales are booming.,0.7,down,Government Report,522,-6%,Agriculture
Rice,Rice market is unstable.,0.3,neutral,Market Analysis,1180,0%,Commodity
Milk,Milk prices are steady.,0.6,down,Market Analysis,996,-9%,Technology
Tea,Tea market is growing.,0.8,up,Social Media,867,5%,Agriculture
Fruit,Fruit market is fluctuating.,0.5,up,Social Media,1496,2%,Technology
Rice,Rice prices are increasing.,0.7,down,Market Analysis,1083,-6%,Manufacturing
Wheat,Wheat market is stable.,0.5,down,Social Media,628,-9%,Commodity
Electronics,Electronics market is growing.,0.9,up,News Website,1565,5%,Agriculture
Sugar,Sugar demand is rising.,0.8,neutral,Market Analysis,812,0%,Manufacturing
Corn,Corn production is high.,0.9,neutral,News Website,1994,0%,Manufacturing
Electronics,Electronics sales are booming.,0.3,up,News Website,1803,7%,Commodity
Coffee,Coffee market is steady.,0.4,neutral,Social Media,1800,0%,Commodity
Wheat,Wheat prices are expected to rise.,0.2,neutral,Government Report,1456,0%,Technology
Electronics,Electronics market is growing.,0.8,up,News Website,1779,1%,Commodity
Oil,Oil prices are fluctuating.,0.9,down,Government Report,674,-2%,Agriculture
Milk,Milk production is high.,0.8,down,Government Report,650,-4%,Commodity
Corn,Corn market is stable.,0.7,down,Government Report,1848,-5%,Agriculture
Milk,Milk market is fluctuating.,0.3,down,Government Report,1348,-8%,Manufacturing
Sugar,Sugar demand is rising.,0.9,up,Government Report,1291,6%,Technology
Milk,Milk production is high.,0.4,down,Government Report,1422,-8%,Agriculture
Corn,Corn market is stable.,0.3,down,Social Media,523,-7%,Commodity
Tea,Tea demand is stable.,0.4,down,Government Report,1323,-2%,Manufacturing
Tea,Tea prices are on the rise.,0.6,down,Market Analysis,715,-2%,Manufacturing
Wheat,Wheat prices are expected to rise.,0.8,down,Social Media,1183,-2%,Technology
Rice,Rice market is unstable.,0.6,down,Government Report,1434,-5%,Commodity
Tea,Tea market is growing.,0.4,neutral,Government Report,1190,0%,Technology
Sugar,Sugar prices are volatile.,0.7,up,Social Media,675,4%,Commodity
Wheat,Wheat prices are expected to rise.,0.3,neutral,News Website,1475,0%,Technology
Coffee,Coffee prices are decreasing.,0.4,neutral,Market Analysis,833,0%,Agriculture
Electronics,Electronics prices are declining.,0.4,up,Government Report,1440,8%,Manufacturing
Oil,Oil market is recovering.,0.8,up,Government Report,795,8%,Agriculture
Oil,Oil prices are fluctuating.,0.6,up,Government Report,1595,7%,Agriculture
Electronics,Electronics sales are booming.,0.5,up,News Website,1097,4%,Commodity
Oil,Oil market is recovering.,0.6,neutral,Market Analysis,1368,0%,Agriculture
Tea,Tea demand is stable.,0.2,neutral,Government Report,1399,0%,Commodity
Electronics,Electronics sales are booming.,0.3,up,Government Report,1112,2%,Commodity
Oil,Oil demand is increasing.,0.5,down,Government Report,1901,-6%,Manufacturing
Rice,Rice market is unstable.,0.5,up,Social Media,1930,1%,Agriculture
Corn,Corn prices are steady.,0.3,up,News Website,1458,9%,Agriculture
Tea,Tea prices are on the rise.,0.4,neutral,Social Media,1122,0%,Technology
Oil,Oil market is recovering.,0.2,down,Market Analysis,1566,-5%,Commodity
Sugar,Sugar demand is rising.,0.3,up,Social Media,1849,8%,Commodity
Coffee,Coffee market is steady.,0.3,down,Market Analysis,1773,-2%,Commodity
Sugar,Sugar market is stable.,0.9,down,Market Analysis,1755,-6%,Manufacturing
Rice,Rice production is steady.,0.2,neutral,Market Analysis,1163,0%,Commodity
Milk,Milk prices are increasing.,0.6,neutral,News Website,1852,0%,Agriculture
Coffee,Coffee prices are decreasing.,0.3,neutral,News Website,972,0%,Agriculture
Rice,Rice prices are increasing.,0.3,neutral,Government Report,938,0%,Commodity
Sugar,Sugar demand is rising.,0.4,neutral,Social Media,1012,0%,Agriculture
Rice,Rice prices are increasing.,0.6,down,Social Media,1759,-1%,Agriculture
Fruit,Fruit demand is steady.,0.5,up,News Website,1084,5%,Manufacturing
Tea,Tea market is growing.,0.2,neutral,Market Analysis,1040,0%,Commodity
Coffee,Coffee market is steady.,0.5,neutral,News Website,639,0%,Agriculture
Tea,Tea market is growing.,0.4,neutral,News Website,1369,0%,Commodity
Wheat,Wheat prices are dropping.,0.9,down,News Website,675,-8%,Technology
Milk,Milk production is high.,0.7,up,Market Analysis,675,6%,Manufacturing
Oil,Oil demand is increasing.,0.7,up,News Website,1306,4%,Agriculture
Milk,Milk market is fluctuating.,0.8,down,Social Media,1235,-6%,Manufacturing
Milk,Milk production is high.,0.7,neutral,News Website,1274,0%,Commodity
Wheat,Wheat prices are expected to rise.,0.3,down,Government Report,1621,-4%,Manufacturing
Sugar,Sugar demand is rising.,0.7,up,Government Report,685,3%,Technology
Milk,Milk prices are steady.,0.5,up,News Website,519,9%,Commodity
Tea,Tea prices are on the rise.,0.7,up,News Website,984,4%,Commodity
Electronics,Electronics prices are declining.,0.9,up,Market Analysis,1241,5%,Technology
Tea,Tea market is growing.,0.7,neutral,Government Report,976,0%,Manufacturing
Coffee,Coffee prices are decreasing.,0.5,up,Social Media,1334,1%,Agriculture
Wheat,Wheat prices are expected to rise.,0.7,down,Social Media,810,-5%,Commodity
Tea,Tea production is stable.,0.2,neutral,News Website,1999,0%,Commodity
Coffee,Coffee production is increasing.,0.4,up,News Website,1570,5%,Technology
Sugar,Sugar prices are increasing.,0.7,up,Government Report,1063,8%,Technology
Milk,Milk production is high.,0.4,neutral,Market Analysis,1238,0%,Agriculture
Sugar,Sugar prices are volatile.,0.6,down,Market Analysis,832,-3%,Agriculture
Corn,Corn market is stable.,0.5,down,Market Analysis,541,-2%,Commodity
Milk,Milk market is fluctuating.,0.5,up,Government Report,1729,8%,Agriculture
Fruit,Fruit demand is steady.,0.7,neutral,News Website,905,0%,Commodity
Electronics,Electronics sales are down.,0.2,up,Government Report,1999,3%,Technology
Tea,Tea prices are on the rise.,0.4,neutral,News Website,1121,0%,Technology
Wheat,Wheat market is stable.,0.9,neutral,Government Report,1391,0%,Agriculture
Tea,Tea production is stable.,0.5,neutral,Social Media,1573,0%,Technology
Sugar,Sugar demand is rising.,0.2,up,Government Report,850,7%,Manufacturing
Coffee,Coffee prices are decreasing.,0.2,neutral,Social Media,1082,0%,Commodity
Rice,Rice production is steady.,0.3,neutral,News Website,1221,0%,Agriculture
Tea,Tea demand is stable.,0.7,down,Social Media,1218,-6%,Manufacturing
Corn,Corn prices are steady.,0.5,up,News Website,1466,1%,Commodity
Oil,Oil prices are fluctuating.,0.3,up,Market Analysis,1793,8%,Technology
Electronics,Electronics sales are down.,0.3,neutral,Social Media,1131,0%,Commodity
Sugar,Sugar demand is rising.,0.4,down,Social Media,1447,-4%,Technology
Tea,Tea demand is stable.,0.7,up,News Website,1089,5%,Manufacturing
Milk,Milk market is fluctuating.,0.9,down,News Website,1069,-3%,Agriculture
Oil,Oil prices are fluctuating.,0.7,down,Social Media,1095,-7%,Technology
Coffee,Coffee production is increasing.,0.4,down,News Website,1469,-1%,Agriculture
Electronics,Electronics prices are declining.,0.8,neutral,News Website,703,0%,Manufacturing
Rice,Rice production is steady.,0.4,down,News Website,1042,-3%,Technology
Electronics,Electronics prices are declining.,0.5,down,News Website,1600,-4%,Manufacturing
Oil,Oil prices are fluctuating.,0.3,neutral,Social Media,1472,0%,Technology
Milk,Milk market is fluctuating.,0.8,down,News Website,1368,-2%,Commodity
Rice,Rice market is unstable.,0.6,down,Social Media,1320,-5%,Commodity
Fruit,Fruit production is decreasing.,0.5,neutral,News Website,1796,0%,Agriculture
Coffee,Coffee prices are volatile.,0.8,neutral,News Website,1786,0%,Manufacturing
Sugar,Sugar prices are increasing.,0.6,neutral,News Website,1738,0%,Technology
Milk,Milk production is high.,0.6,up,Social Media,1231,3%,Commodity
Oil,Oil prices are dropping.,0.6,down,Government Report,1046,-6%,Agriculture
Rice,Rice production is steady.,0.9,down,Social Media,1806,-1%,Agriculture
Milk,Milk prices are increasing.,0.2,down,Social Media,1605,-7%,Manufacturing
Oil,Oil prices are dropping.,0.9,down,News Website,1876,-1%,Agriculture
Coffee,Coffee prices are volatile.,0.6,down,Government Report,1150,-8%,Agriculture
Coffee,Coffee production is increasing.,0.4,down,Social Media,1065,-6%,Commodity
Corn,Corn production is lower than expected.,0.3,down,Government Report,1780,-2%,Manufacturing
Tea,Tea production is stable.,0.7,down,Government Report,1200,-5%,Manufacturing
Fruit,Fruit demand is steady.,0.7,neutral,Government Report,1749,0%,Commodity
Tea,Tea production is stable.,0.3,neutral,Social Media,1877,0%,Commodity
Rice,Rice market is unstable.,0.3,down,Market Analysis,1000,-2%,Agriculture
Milk,Milk production is high.,0.2,up,Market Analysis,577,8%,Manufacturing
Sugar,Sugar prices are volatile.,0.8,up,Government Report,783,2%,Manufacturing
Wheat,Wheat prices are expected to rise.,0.9,up,News Website,644,3%,Commodity
Coffee,Coffee production is increasing.,0.7,up,Social Media,567,4%,Manufacturing
Rice,Rice market is unstable.,0.3,up,Government Report,1990,9%,Commodity
Milk,Milk production is high.,0.8,up,News Website,551,2%,Manufacturing
Wheat,Wheat production is high.,0.6,up,Social Media,1846,2%,Technology
Oil,Oil prices are fluctuating.,0.4,neutral,Market Analysis,611,0%,Manufacturing
Electronics,Electronics market is growing.,0.3,down,Government Report,1640,-9%,Manufacturing
Tea,Tea production is stable.,0.6,up,Government Report,922,4%,Commodity
Tea,Tea market is growing.,0.2,up,Market Analysis,1019,4%,Commodity
Tea,Tea production is stable.,0.5,up,Market Analysis,618,6%,Commodity
Tea,Tea market is growing.,0.5,neutral,Market Analysis,865,0%,Technology
Oil,Oil prices are fluctuating.,0.8,down,News Website,1103,-5%,Technology
Electronics,Electronics sales are down.,0.5,neutral,News Website,1491,0%,Agriculture
Coffee,Coffee production is increasing.,0.9,neutral,News Website,1028,0%,Agriculture
Wheat,Wheat prices are dropping.,0.3,down,Social Media,1269,-6%,Manufacturing
Coffee,Coffee production is increasing.,0.7,up,Market Analysis,1776,8%,Agriculture
Corn,Corn market is stable.,0.7,up,Social Media,1641,1%,Agriculture
Sugar,Sugar prices are volatile.,0.6,down,Social Media,1425,-8%,Agriculture
Oil,Oil prices are fluctuating.,0.2,down,Social Media,1528,-7%,Manufacturing
Coffee,Coffee prices are volatile.,0.8,down,Social Media,738,-5%,Commodity
Coffee,Coffee production is increasing.,0.8,neutral,Government Report,1631,0%,Manufacturing
Wheat,Wheat market is stable.,0.2,down,Government Report,1985,-8%,Commodity
Fruit,Fruit market is fluctuating.,0.7,up,Social Media,1683,6%,Commodity
Oil,Oil prices are dropping.,0.2,neutral,News Website,1302,0%,Manufacturing
Wheat,Wheat market is stable.,0.7,up,News Website,1816,3%,Manufacturing
Electronics,Electronics market is growing.,0.4,up,News Website,1802,6%,Commodity
Coffee,Coffee prices are decreasing.,0.7,neutral,Government Report,826,0%,Manufacturing
Tea,Tea production is stable.,0.8,up,Market Analysis,1616,4%,Manufacturing
Fruit,Fruit demand is steady.,0.4,up,Market Analysis,1906,9%,Manufacturing
Electronics,Electronics sales are down.,0.7,neutral,News Website,567,0%,Agriculture
